ano,sexo,edad,poblacion
1997,mujer,18,357717
1998,mujer,18,365139
1999,mujer,18,371131
2000,mujer,18,375248
2001,mujer,18,377372
2002,mujer,18,377967
2003,mujer,18,378371
2004,mujer,18,379704
2005,mujer,18,382183
2006,mujer,18,385851
2007,mujer,18,391265
2008,mujer,18,397001
2009,mujer,18,402531
2010,mujer,18,407467
2011,mujer,18,411349
2012,mujer,18,413951
2013,mujer,18,415102
2014,mujer,18,415075
2015,mujer,18,414254
2016,mujer,18,413166
2017,mujer,18,411502
1979,mujer,19,301966
1980,mujer,19,309978
1981,mujer,19,317195
1982,mujer,19,324149
1983,mujer,19,329382
1984,mujer,19,333161
1985,mujer,19,333952
1986,mujer,19,335127
1987,mujer,19,335111
1988,mujer,19,333926
1989,mujer,19,331999
1990,mujer,19,329755
1991,mujer,19,327572
1992,mujer,19,326037
1993,mujer,19,326177
1994,mujer,19,328562
1995,mujer,19,334111
1996,mujer,19,340602
1997,mujer,19,348508
1998,mujer,19,356641
1999,mujer,19,363988
2000,mujer,19,3699
2001,mujer,19,373932
2002,mujer,19,376006
2003,mujer,19,376621
2004,mujer,19,377099
2005,mujer,19,378548
2006,mujer,19,381001
2007,mujer,19,384648
2008,mujer,19,390011
2009,mujer,19,395898
2010,mujer,19,401534
2011,mujer,19,406387
2012,mujer,19,410098
2013,mujer,19,412631
2014,mujer,19,413882
2015,mujer,19,414197
2016,mujer,19,414345
2017,mujer,19,413978
1979,mujer,20,292453
1980,mujer,20,300884
1981,mujer,20,308911
1982,mujer,20,316136
1983,mujer,20,323139
1984,mujer,20,328399
1985,mujer,20,330653
1986,mujer,20,333115
1987,mujer,20,334278
1988,mujer,20,334225
1989,mujer,20,332949
1990,mujer,20,33092
1991,mujer,20,328665
1992,mujer,20,326581
1993,mujer,20,325113
1994,mujer,20,325237
1995,mujer,20,327583
1996,mujer,20,333093
1997,mujer,20,339524
1998,mujer,20,347355
1999,mujer,20,355426
2000,mujer,20,362674
2001,mujer,20,368502
2002,mujer,20,372481
2003,mujer,20,374576
2004,mujer,20,37527
2005,mujer,20,375845
2006,mujer,20,377246
2007,mujer,20,379688
2008,mujer,20,383318
2009,mujer,20,388835
2010,mujer,20,394821
2011,mujer,20,400346
2012,mujer,20,405008
2013,mujer,20,408634
2014,mujer,20,411272
2015,mujer,20,412889
2016,mujer,20,414233
2017,mujer,20,415131
1979,mujer,21,282508
1980,mujer,21,291302
1981,mujer,21,299744
1982,mujer,21,307785
1983,mujer,21,315034
1984,mujer,21,322103
1985,mujer,21,32585
1986,mujer,21,329742
1987,mujer,21,33219
1988,mujer,21,333312
1989,mujer,21,333166
1990,mujer,21,331775
1991,mujer,21,329733
1992,mujer,21,32756
1993,mujer,21,325509
1994,mujer,21,324084
1995,mujer,21,324178
1996,mujer,21,326497
1997,mujer,21,331938
1998,mujer,21,338304
1999,mujer,21,346057
2000,mujer,21,354043
2001,mujer,21,36119
2002,mujer,21,366965
2003,mujer,21,37096
2004,mujer,21,373141
2005,mujer,21,373914
2006,mujer,21,374448
2007,mujer,21,375815
2008,mujer,21,378241
2009,mujer,21,382065
2010,mujer,21,387685
2011,mujer,21,393541
2012,mujer,21,398855
2013,mujer,21,40343
2014,mujer,21,407157
2015,mujer,21,410173
2016,mujer,21,412874
2017,mujer,21,414985
1979,mujer,22,272381
1980,mujer,22,281291
1981,mujer,22,290099
1982,mujer,22,298552
1983,mujer,22,306625
1984,mujer,22,313918
1985,mujer,22,319438
1986,mujer,22,324872
1987,mujer,22,328747
1988,mujer,22,331154
1989,mujer,22,332161
1990,mujer,22,331899
1991,mujer,22,330489
1992,mujer,22,32855
1993,mujer,22,326467
1994,mujer,22,324379
1995,mujer,22,322941
1996,mujer,22,323004
1997,mujer,22,325282
1998,mujer,22,330632
1999,mujer,22,336935
2000,mujer,22,344587
2001,mujer,22,352479
2002,mujer,22,359578
2003,mujer,22,365378
2004,mujer,22,36946
2005,mujer,22,371709
2006,mujer,22,372434
2007,mujer,22,372934
2008,mujer,22,374255
2009,mujer,22,376872
2010,mujer,22,380852
2011,mujer,22,386348
2012,mujer,22,391988
2013,mujer,22,397193
2014,mujer,22,401881
2015,mujer,22,405979
2016,mujer,22,410113
2017,mujer,22,413605
1979,mujer,23,26213
1980,mujer,23,271119
1981,mujer,23,280037
1982,mujer,23,288858
1983,mujer,23,29734
1984,mujer,23,305464
1985,mujer,23,311524
1986,mujer,23,318416
1987,mujer,23,323825
1988,mujer,23,327637
1989,mujer,23,329936
1990,mujer,23,330808
1991,mujer,23,330527
1992,mujer,23,329212
1993,mujer,23,32733
1994,mujer,23,325261
1995,mujer,23,323156
1996,mujer,23,321706
1997,mujer,23,321723
1998,mujer,23,323925
1999,mujer,23,329201
2000,mujer,23,335399
2001,mujer,23,342957
2002,mujer,23,350796
2003,mujer,23,357922
2004,mujer,23,363814
2005,mujer,23,367988
2006,mujer,23,370178
2007,mujer,23,370848
2008,mujer,23,371303
2009,mujer,23,372794
2010,mujer,23,375569
2011,mujer,23,379481
2012,mujer,23,38476
2013,mujer,23,390289
2014,mujer,23,395594
2015,mujer,23,400663
2016,mujer,23,405903
2017,mujer,23,410836
1979,mujer,24,251979
1980,mujer,24,260835
1981,mujer,24,269831
1982,mujer,24,278755
1983,mujer,24,287609
1984,mujer,24,296138
1985,mujer,24,302856
1986,mujer,24,310468
1987,mujer,24,317327
1988,mujer,24,32268
1989,mujer,24,326375
1990,mujer,24,328531
1991,mujer,24,329379
1992,mujer,24,329189
1993,mujer,24,327945
1994,mujer,24,326065
1995,mujer,24,323981
1996,mujer,24,321862
1997,mujer,24,320377
1998,mujer,24,320326
1999,mujer,24,32246
2000,mujer,24,32764
2001,mujer,24,333734
2002,mujer,24,341228
2003,mujer,24,349099
2004,mujer,24,356325
2005,mujer,24,362284
2006,mujer,24,366445
2007,mujer,24,368568
2008,mujer,24,369152
2009,mujer,24,369783
2010,mujer,24,371426
2011,mujer,24,374133
2012,mujer,24,377915
2013,mujer,24,383082
2014,mujer,24,388708
2015,mujer,24,394378
2016,mujer,24,400596
2017,mujer,24,40663
1979,mujer,25,242113
1980,mujer,25,250658
1981,mujer,25,259527
1982,mujer,25,268529
1983,mujer,25,277477
1984,mujer,25,286383
1985,mujer,25,293326
1986,mujer,25,301785
1987,mujer,25,309366
1988,mujer,25,316164
1989,mujer,25,321391
1990,mujer,25,324945
1991,mujer,25,327073
1992,mujer,25,328019
1993,mujer,25,327882
1994,mujer,25,32664
1995,mujer,25,324755
1996,mujer,25,322666
1997,mujer,25,320502
1998,mujer,25,318955
1999,mujer,25,318846
2000,mujer,25,320876
2001,mujer,25,325962
2002,mujer,25,3320
2003,mujer,25,339511
2004,mujer,25,347493
2005,mujer,25,35481
2006,mujer,25,360782
2007,mujer,25,364848
2008,mujer,25,366873
2009,mujer,25,367599
2010,mujer,25,368393
2011,mujer,25,369962
2012,mujer,25,372539
2013,mujer,25,376288
2014,mujer,25,381547
2015,mujer,25,387525
2016,mujer,25,394338
2017,mujer,25,401359
1979,mujer,26,232485
1980,mujer,26,240785
1981,mujer,26,249344
1982,mujer,26,258227
1983,mujer,26,267256
1984,mujer,26,276253
1985,mujer,26,283418
1986,mujer,26,292269
1987,mujer,26,300695
1988,mujer,26,308207
1989,mujer,26,314879
1990,mujer,26,319963
1991,mujer,26,323483
1992,mujer,26,325703
1993,mujer,26,326723
1994,mujer,26,326574
1995,mujer,26,325324
1996,mujer,26,323437
1997,mujer,26,321316
1998,mujer,26,319086
1999,mujer,26,317487
2000,mujer,26,317279
2001,mujer,26,319214
2002,mujer,26,324247
2003,mujer,26,330318
2004,mujer,26,337914
2005,mujer,26,34596
2006,mujer,26,35334
2007,mujer,26,359244
2008,mujer,26,363194
2009,mujer,26,365347
2010,mujer,26,366228
2011,mujer,26,366937
2012,mujer,26,368384
2013,mujer,26,370928
2014,mujer,26,374835
2015,mujer,26,38043
2016,mujer,26,387546
2017,mujer,26,395157
1979,mujer,27,223206
1980,mujer,27,23116
1981,mujer,27,239475
1982,mujer,27,248051
1983,mujer,27,256971
1984,mujer,27,26605
1985,mujer,27,273166
1986,mujer,27,282391
1987,mujer,27,291219
1988,mujer,27,299576
1989,mujer,27,306957
1990,mujer,27,313486
1991,mujer,27,318535
1992,mujer,27,322141
1993,mujer,27,324422
1994,mujer,27,325437
1995,mujer,27,325287
1996,mujer,27,324037
1997,mujer,27,322114
1998,mujer,27,319934
1999,mujer,27,317645
2000,mujer,27,315972
2001,mujer,27,315671
2002,mujer,27,31755
2003,mujer,27,322618
2004,mujer,27,32878
2005,mujer,27,336453
2006,mujer,27,344537
2007,mujer,27,351871
2008,mujer,27,357686
2009,mujer,27,36175
2010,mujer,27,364027
2011,mujer,27,364818
2012,mujer,27,3654
2013,mujer,27,366822
2014,mujer,27,369521
2015,mujer,27,373827
2016,mujer,27,38053
2017,mujer,27,388444
1979,mujer,28,214326
1980,mujer,28,221908
1981,mujer,28,229875
1982,mujer,28,238208
1983,mujer,28,246821
1984,mujer,28,255798
1985,mujer,28,26288
1986,mujer,28,272179
1987,mujer,28,281381
1988,mujer,28,290145
1989,mujer,28,298382
1990,mujer,28,305608
1991,mujer,28,312111
1992,mujer,28,31724
1993,mujer,28,32092
1994,mujer,28,323175
1995,mujer,28,324191
1996,mujer,28,324042
1997,mujer,28,322765
1998,mujer,28,320781
1999,mujer,28,318551
2000,mujer,28,316181
2001,mujer,28,314422
2002,mujer,28,314073
2003,mujer,28,315981
2004,mujer,28,321106
2005,mujer,28,327373
2006,mujer,28,335088
2007,mujer,28,343146
2008,mujer,28,350422
2009,mujer,28,35636
2010,mujer,28,360525
2011,mujer,28,362682
2012,mujer,28,363346
2013,mujer,28,363904
2014,mujer,28,365468
2015,mujer,28,368561
2016,mujer,28,374025
2017,mujer,28,381524
1979,mujer,29,204745
1980,mujer,29,213083
1981,mujer,29,220674
1982,mujer,29,228655
1983,mujer,29,237023
1984,mujer,29,245691
1985,mujer,29,252584
1986,mujer,29,261947
1987,mujer,29,271223
1988,mujer,29,280361
1989,mujer,29,289003
1990,mujer,29,297105
1991,mujer,29,304289
1992,mujer,29,310877
1993,mujer,29,316079
1994,mujer,29,319735
1995,mujer,29,32198
1996,mujer,29,322996
1997,mujer,29,322823
1998,mujer,29,321496
1999,mujer,29,319455
2000,mujer,29,317142
2001,mujer,29,314701
2002,mujer,29,312903
2003,mujer,29,312575
2004,mujer,29,314581
2005,mujer,29,319713
2006,mujer,29,326089
2007,mujer,29,33378
2008,mujer,29,341789
2009,mujer,29,349217
2010,mujer,29,355269
2011,mujer,29,359293
2012,mujer,29,361289
2013,mujer,29,361916
2014,mujer,29,362621
2015,mujer,29,364555
2016,mujer,29,368786
2017,mujer,29,375112
1979,mujer,30,19639
1980,mujer,30,203592
1981,mujer,30,211903
1982,mujer,30,219505
1983,mujer,30,227515
1984,mujer,30,235933
1985,mujer,30,242417
1986,mujer,30,251701
1987,mujer,30,261032
1988,mujer,30,270254
1989,mujer,30,279271
1990,mujer,30,287783
1991,mujer,30,295849
1992,mujer,30,30311
1993,mujer,30,309776
1994,mujer,30,314943
1995,mujer,30,3186
1996,mujer,30,320836
1997,mujer,30,321823
1998,mujer,30,321602
1999,mujer,30,320233
2000,mujer,30,318114
2001,mujer,30,315728
2002,mujer,30,313239
2003,mujer,30,311478
2004,mujer,30,31124
2005,mujer,30,313307
2006,mujer,30,318512
2007,mujer,30,324884
2008,mujer,30,332525
2009,mujer,30,340691
2010,mujer,30,348243
2011,mujer,30,354162
2012,mujer,30,35801
2013,mujer,30,359948
2014,mujer,30,360703
2015,mujer,30,361781
2016,mujer,30,364793
2017,mujer,30,369878
1979,mujer,31,1883
1980,mujer,31,195286
1981,mujer,31,202483
1982,mujer,31,210767
1983,mujer,31,218392
1984,mujer,31,226443
1985,mujer,31,232599
1986,mujer,31,241564
1987,mujer,31,250827
1988,mujer,31,260097
1989,mujer,31,269216
1990,mujer,31,278105
1991,mujer,31,286589
1992,mujer,31,294722
1993,mujer,31,302088
1994,mujer,31,308693
1995,mujer,31,31385
1996,mujer,31,317505
1997,mujer,31,319713
1998,mujer,31,320647
1999,mujer,31,320377
2000,mujer,31,318945
2001,mujer,31,31674
2002,mujer,31,314325
2003,mujer,31,311869
2004,mujer,31,310199
2005,mujer,31,310007
2006,mujer,31,312256
2007,mujer,31,317404
2008,mujer,31,323731
2009,mujer,31,331526
2010,mujer,31,339811
2011,mujer,31,347247
2012,mujer,31,353002
2013,mujer,31,356757
2014,mujer,31,358798
2015,mujer,31,359915
2016,mujer,31,362039
2017,mujer,31,365882
1979,mujer,32,180212
1980,mujer,32,187243
1981,mujer,32,194222
1982,mujer,32,201413
1983,mujer,32,209681
1984,mujer,32,21734
1985,mujer,32,223071
1986,mujer,32,231763
1987,mujer,32,240712
1988,mujer,32,249926
1989,mujer,32,259089
1990,mujer,32,268095
1991,mujer,32,276949
1992,mujer,32,285514
1993,mujer,32,293724
1994,mujer,32,301048
1995,mujer,32,307642
1996,mujer,32,312794
1997,mujer,32,316413
1998,mujer,32,318571
1999,mujer,32,31946
2000,mujer,32,319121
2001,mujer,32,317617
2002,mujer,32,315375
2003,mujer,32,312988
2004,mujer,32,310626
2005,mujer,32,308989
2006,mujer,32,308992
2007,mujer,32,311306
2008,mujer,32,316347
2009,mujer,32,322838
2010,mujer,32,330739
2011,mujer,32,338903
2012,mujer,32,346181
2013,mujer,32,351872
2014,mujer,32,355696
2015,mujer,32,35804
2016,mujer,32,36015
2017,mujer,32,36309
1979,mujer,33,172547
1980,mujer,33,179189
1981,mujer,33,186212
1982,mujer,33,193182
1983,mujer,33,200376
1984,mujer,33,208638
1985,mujer,33,213888
1986,mujer,33,22226
1987,mujer,33,230929
1988,mujer,33,23983
1989,mujer,33,248948
1990,mujer,33,257998
1991,mujer,33,266989
1992,mujer,33,275909
1993,mujer,33,284553
1994,mujer,33,292727
1995,mujer,33,300021
1996,mujer,33,306608
1997,mujer,33,311734
1998,mujer,33,315298
1999,mujer,33,317408
2000,mujer,33,318226
2001,mujer,33,317822
2002,mujer,33,316275
2003,mujer,33,314063
2004,mujer,33,311759
2005,mujer,33,309492
2006,mujer,33,307996
2007,mujer,33,30808
2008,mujer,33,310406
2009,mujer,33,315538
2010,mujer,33,322143
2011,mujer,33,329896
2012,mujer,33,337914
2013,mujer,33,345133
2014,mujer,33,350907
2015,mujer,33,354995
2016,mujer,33,358246
2017,mujer,33,361137
1979,mujer,34,165061
1980,mujer,34,171553
1981,mujer,34,178184
1982,mujer,34,185197
1983,mujer,34,192167
1984,mujer,34,199371
1985,mujer,34,205014
1986,mujer,34,213075
1987,mujer,34,221441
1988,mujer,34,230066
1989,mujer,34,238869
1990,mujer,34,247884
1991,mujer,34,256912
1992,mujer,34,26598
1993,mujer,34,275004
1994,mujer,34,283578
1995,mujer,34,291739
1996,mujer,34,299014
1997,mujer,34,305564
1998,mujer,34,310636
1999,mujer,34,314151
2000,mujer,34,316187
2001,mujer,34,316934
2002,mujer,34,316497
2003,mujer,34,314981
2004,mujer,34,312849
2005,mujer,34,310625
2006,mujer,34,30851
2007,mujer,34,307101
2008,mujer,34,307212
2009,mujer,34,309732
2010,mujer,34,314914
2011,mujer,34,321374
2012,mujer,34,328964
2013,mujer,34,336922
2014,mujer,34,344231
2015,mujer,34,35028
2016,mujer,34,355184
2017,mujer,34,359144
1979,mujer,35,157723
1980,mujer,35,164099
1981,mujer,35,170579
1982,mujer,35,177198
1983,mujer,35,184208
1984,mujer,35,191188
1985,mujer,35,196625
1986,mujer,35,204213
1987,mujer,35,212262
1988,mujer,35,220578
1989,mujer,35,229126
1990,mujer,35,237827
1991,mujer,35,246826
1992,mujer,35,25593
1993,mujer,35,265074
1994,mujer,35,274055
1995,mujer,35,282609
1996,mujer,35,290746
1997,mujer,35,297978
1998,mujer,35,304474
1999,mujer,35,309505
2000,mujer,35,312946
2001,mujer,35,314911
2002,mujer,35,315616
2003,mujer,35,31521
2004,mujer,35,313776
2005,mujer,35,311728
2006,mujer,35,309643
2007,mujer,35,307613
2008,mujer,35,306239
2009,mujer,35,306558
2010,mujer,35,309239
2011,mujer,35,314209
2012,mujer,35,320498
2013,mujer,35,328021
2014,mujer,35,336065
2015,mujer,35,34363
2016,mujer,35,35047
2017,mujer,35,356018
1979,mujer,36,150597
1980,mujer,36,15679
1981,mujer,36,163151
1982,mujer,36,169616
1983,mujer,36,17623
1984,mujer,36,183244
1985,mujer,36,188499
1986,mujer,36,195823
1987,mujer,36,203401
1988,mujer,36,211426
1989,mujer,36,219649
1990,mujer,36,228097
1991,mujer,36,236789
1992,mujer,36,245861
1993,mujer,36,255064
1994,mujer,36,264155
1995,mujer,36,273096
1996,mujer,36,281624
1997,mujer,36,289725
1998,mujer,36,2969
1999,mujer,36,30334
2000,mujer,36,3083
2001,mujer,36,311671
2002,mujer,36,313604
2003,mujer,36,314324
2004,mujer,36,314006
2005,mujer,36,312629
2006,mujer,36,310721
2007,mujer,36,308734
2008,mujer,36,30674
2009,mujer,36,305575
2010,mujer,36,306059
2011,mujer,36,308632
2012,mujer,36,313374
2013,mujer,36,319596
2014,mujer,36,327193
2015,mujer,36,335475
2016,mujer,36,343777
2017,mujer,36,351237
1979,mujer,37,143661
1980,mujer,37,149688
1981,mujer,37,155865
1982,mujer,37,162205
1983,mujer,37,168662
1984,mujer,37,175278
1985,mujer,37,180629
1986,mujer,37,187711
1987,mujer,37,195024
1988,mujer,37,20256
1989,mujer,37,210507
1990,mujer,37,218631
1991,mujer,37,227061
1992,mujer,37,235833
1993,mujer,37,244986
1994,mujer,37,254146
1995,mujer,37,263209
1996,mujer,37,272124
1997,mujer,37,280599
1998,mujer,37,28864
1999,mujer,37,295764
2000,mujer,37,302137
2001,mujer,37,307025
2002,mujer,37,310359
2003,mujer,37,312316
2004,mujer,37,313108
2005,mujer,37,312871
2006,mujer,37,311615
2007,mujer,37,309779
2008,mujer,37,307831
2009,mujer,37,306046
2010,mujer,37,305061
2011,mujer,37,305444
2012,mujer,37,30789
2013,mujer,37,31251
2014,mujer,37,318795
2015,mujer,37,326595
2016,mujer,37,33555
2017,mujer,37,34444
1979,mujer,38,137385
1980,mujer,38,142772
1981,mujer,38,148779
1982,mujer,38,154937
1983,mujer,38,161263
1984,mujer,38,167717
1985,mujer,38,172749
1986,mujer,38,179826
1987,mujer,38,186908
1988,mujer,38,194178
1989,mujer,38,201637
1990,mujer,38,209493
1991,mujer,38,217606
1992,mujer,38,226109
1993,mujer,38,23498
1994,mujer,38,244077
1995,mujer,38,253193
1996,mujer,38,26223
1997,mujer,38,271103
1998,mujer,38,279517
1999,mujer,38,287505
2000,mujer,38,29455
2001,mujer,38,300848
2002,mujer,38,3057
2003,mujer,38,309063
2004,mujer,38,311096
2005,mujer,38,311993
2006,mujer,38,311833
2007,mujer,38,310644
2008,mujer,38,308831
2009,mujer,38,30708
2010,mujer,38,30548
2011,mujer,38,304422
2012,mujer,38,304684
2013,mujer,38,307097
2014,mujer,38,311732
2015,mujer,38,318194
2016,mujer,38,326613
2017,mujer,38,336093
1979,mujer,39,131664
1980,mujer,39,136511
1981,mujer,39,141881
1982,mujer,39,147864
1983,mujer,39,154009
1984,mujer,39,16033
1985,mujer,39,16527
1986,mujer,39,171943
1987,mujer,39,179015
1988,mujer,39,186065
1989,mujer,39,193246
1990,mujer,39,200616
1991,mujer,39,208462
1992,mujer,39,216651
1993,mujer,39,22524
1994,mujer,39,234058
1995,mujer,39,243123
1996,mujer,39,252201
1997,mujer,39,261191
1998,mujer,39,270002
1999,mujer,39,278361
2000,mujer,39,28628
2001,mujer,39,29326
2002,mujer,39,29951
2003,mujer,39,304382
2004,mujer,39,307817
2005,mujer,39,309932
2006,mujer,39,310928
2007,mujer,39,310816
2008,mujer,39,309646
2009,mujer,39,308021
2010,mujer,39,306456
2011,mujer,39,304792
2012,mujer,39,303629
2013,mujer,39,303876
2014,mujer,39,306378
2015,mujer,39,311129
2016,mujer,39,318143
2017,mujer,39,327042
1979,mujer,40,126457
1980,mujer,40,13079
1981,mujer,40,135616
1982,mujer,40,140964
1983,mujer,40,14693
1984,mujer,40,153069
1985,mujer,40,157937
1986,mujer,40,164456
1987,mujer,40,171118
1988,mujer,40,178152
1989,mujer,40,185127
1990,mujer,40,192212
1991,mujer,40,199573
1992,mujer,40,207492
1993,mujer,40,215757
1994,mujer,40,224306
1995,mujer,40,23309
1996,mujer,40,242124
1997,mujer,40,251156
1998,mujer,40,260072
1999,mujer,40,268831
2000,mujer,40,277116
2001,mujer,40,284958
2002,mujer,40,29191
2003,mujer,40,298173
2004,mujer,40,303115
2005,mujer,40,306621
2006,mujer,40,30883
2007,mujer,40,309877
2008,mujer,40,309754
2009,mujer,40,308762
2010,mujer,40,307325
2011,mujer,40,305717
2012,mujer,40,303958
2013,mujer,40,30277
2014,mujer,40,303122
2015,mujer,40,305816
2016,mujer,40,311016
2017,mujer,40,318465
1979,mujer,41,121848
1980,mujer,41,125596
1981,mujer,41,129912
1982,mujer,41,134714
1983,mujer,41,140045
1984,mujer,41,1460
1985,mujer,41,150744
1986,mujer,41,157098
1987,mujer,41,16362
1988,mujer,41,170244
1989,mujer,41,177205
1990,mujer,41,184092
1991,mujer,41,191159
1992,mujer,41,198585
1993,mujer,41,206588
1994,mujer,41,214813
1995,mujer,41,223317
1996,mujer,41,232073
1997,mujer,41,241058
1998,mujer,41,250037
1999,mujer,41,258884
2000,mujer,41,267572
2001,mujer,41,275789
2002,mujer,41,283584
2003,mujer,41,29056
2004,mujer,41,296886
2005,mujer,41,301919
2006,mujer,41,3055
2007,mujer,41,30772
2008,mujer,41,308763
2009,mujer,41,308794
2010,mujer,41,307993
2011,mujer,41,306513
2012,mujer,41,304824
2013,mujer,41,303054
2014,mujer,41,301964
2015,mujer,41,302518
2016,mujer,41,305702
2017,mujer,41,31124
1979,mujer,42,117692
1980,mujer,42,120991
1981,mujer,42,124721
1982,mujer,42,129014
1983,mujer,42,1338
1984,mujer,42,139122
1985,mujer,42,143751
1986,mujer,42,149924
1987,mujer,42,156241
1988,mujer,42,162732
1989,mujer,42,169279
1990,mujer,42,176151
1991,mujer,42,183024
1992,mujer,42,19016
1993,mujer,42,19767
1994,mujer,42,205624
1995,mujer,42,213811
1996,mujer,42,222277
1997,mujer,42,230992
1998,mujer,42,239911
1999,mujer,42,24884
2000,mujer,42,257611
2001,mujer,42,26623
2002,mujer,42,274405
2003,mujer,42,282215
2004,mujer,42,289261
2005,mujer,42,295697
2006,mujer,42,300767
2007,mujer,42,304359
2008,mujer,42,306547
2009,mujer,42,30773
2010,mujer,42,307947
2011,mujer,42,307105
2012,mujer,42,305555
2013,mujer,42,303858
2014,mujer,42,30218
2015,mujer,42,301299
2016,mujer,42,302324
2017,mujer,42,305897
1979,mujer,43,114083
1980,mujer,43,116828
1981,mujer,43,120109
1982,mujer,43,123816
1983,mujer,43,128092
1984,mujer,43,132867
1985,mujer,43,136914
1986,mujer,43,142892
1987,mujer,43,149064
1988,mujer,43,155336
1989,mujer,43,161751
1990,mujer,43,168213
1991,mujer,43,175069
1992,mujer,43,182006
1993,mujer,43,18922
1994,mujer,43,196684
1995,mujer,43,204605
1996,mujer,43,212762
1997,mujer,43,22118
1998,mujer,43,229837
1999,mujer,43,238702
2000,mujer,43,247556
2001,mujer,43,256263
2002,mujer,43,264844
2003,mujer,43,273029
2004,mujer,43,280903
2005,mujer,43,288037
2006,mujer,43,294517
2007,mujer,43,299602
2008,mujer,43,303137
2009,mujer,43,305439
2010,mujer,43,306799
2011,mujer,43,306988
2012,mujer,43,306084
2013,mujer,43,304525
2014,mujer,43,302915
2015,mujer,43,30144
2016,mujer,43,301012
2017,mujer,43,302405
1979,mujer,44,111426
1980,mujer,44,113211
1981,mujer,44,115938
1982,mujer,44,119195
1983,mujer,44,122884
1984,mujer,44,127149
1985,mujer,44,1307
1986,mujer,44,136059
1987,mujer,44,142016
1988,mujer,44,148145
1989,mujer,44,154344
1990,mujer,44,160671
1991,mujer,44,167124
1992,mujer,44,174041
1993,mujer,44,181015
1994,mujer,44,18822
1995,mujer,44,19565
1996,mujer,44,203539
1997,mujer,44,211648
1998,mujer,44,220013
1999,mujer,44,228624
2000,mujer,44,237417
2001,mujer,44,246199
2002,mujer,44,254873
2003,mujer,44,263473
2004,mujer,44,271709
2005,mujer,44,279669
2006,mujer,44,286838
2007,mujer,44,293315
2008,mujer,44,298347
2009,mujer,44,301961
2010,mujer,44,304419
2011,mujer,44,305765
2012,mujer,44,305907
2013,mujer,44,304989
2014,mujer,44,303512
2015,mujer,44,302099
2016,mujer,44,301053
2017,mujer,44,30098
1979,mujer,45,109212
1980,mujer,45,110536
1981,mujer,45,112306
1982,mujer,45,11501
1983,mujer,45,118248
1984,mujer,45,121925
1985,mujer,45,125017
1986,mujer,45,12982
1987,mujer,45,135166
1988,mujer,45,141094
1989,mujer,45,147145
1990,mujer,45,153257
1991,mujer,45,159568
1992,mujer,45,166085
1993,mujer,45,173046
1994,mujer,45,179995
1995,mujer,45,187172
1996,mujer,45,194573
1997,mujer,45,202424
1998,mujer,45,21048
1999,mujer,45,218788
2000,mujer,45,227336
2001,mujer,45,236064
2002,mujer,45,244813
2003,mujer,45,253497
2004,mujer,45,262163
2005,mujer,45,27049
2006,mujer,45,278482
2007,mujer,45,285613
2008,mujer,45,292015
2009,mujer,45,297125
2010,mujer,45,300869
2011,mujer,45,303306
2012,mujer,45,304607
2013,mujer,45,304747
2014,mujer,45,303894
2015,mujer,45,302611
2016,mujer,45,301613
2017,mujer,45,300888
1979,mujer,46,10662
1980,mujer,46,108309
1981,mujer,46,109619
1982,mujer,46,111369
1983,mujer,46,114056
1984,mujer,46,117283
1985,mujer,46,119833
1986,mujer,46,124127
1987,mujer,46,128915
1988,mujer,46,134221
1989,mujer,46,140083
1990,mujer,46,146048
1991,mujer,46,152139
1992,mujer,46,158507
1993,mujer,46,165083
1994,mujer,46,17201
1995,mujer,46,178929
1996,mujer,46,186082
1997,mujer,46,193445
1998,mujer,46,201247
1999,mujer,46,209257
2000,mujer,46,2175
2001,mujer,46,225989
2002,mujer,46,234672
2003,mujer,46,24344
2004,mujer,46,25218
2005,mujer,46,260921
2006,mujer,46,269284
2007,mujer,46,277249
2008,mujer,46,284295
2009,mujer,46,290738
2010,mujer,46,295969
2011,mujer,46,29968
2012,mujer,46,302101
2013,mujer,46,303385
2014,mujer,46,303591
2015,mujer,46,302913
2016,mujer,46,302027
2017,mujer,46,301328
1979,mujer,47,103279
1980,mujer,47,105708
1981,mujer,47,107381
1982,mujer,47,108672
1983,mujer,47,110409
1984,mujer,47,113086
1985,mujer,47,115231
1986,mujer,47,118931
1987,mujer,47,123216
1988,mujer,47,12797
1989,mujer,47,133201
1990,mujer,47,138985
1991,mujer,47,144926
1992,mujer,47,151067
1993,mujer,47,157499
1994,mujer,47,164032
1995,mujer,47,170933
1996,mujer,47,177834
1997,mujer,47,184943
1998,mujer,47,19226
1999,mujer,47,200024
2000,mujer,47,207969
2001,mujer,47,216154
2002,mujer,47,224608
2003,mujer,47,233306
2004,mujer,47,242126
2005,mujer,47,250952
2006,mujer,47,259716
2007,mujer,47,268049
2008,mujer,47,275913
2009,mujer,47,282984
2010,mujer,47,289521
2011,mujer,47,294728
2012,mujer,47,298408
2013,mujer,47,30082
2014,mujer,47,302156
2015,mujer,47,302542
2016,mujer,47,302231
2017,mujer,47,301623
1979,mujer,48,99401
1980,mujer,48,102363
1981,mujer,48,10477
1982,mujer,48,106423
1983,mujer,48,107702
1984,mujer,48,109433
1985,mujer,48,111066
1986,mujer,48,114317
1987,mujer,48,118008
1988,mujer,48,122258
1989,mujer,48,126942
1990,mujer,48,132092
1991,mujer,48,137863
