dataset,year,age,cohort,obs_tasa_x100k,pred_tasa_x100k,abs_error_100k,rel_abs_error
train,1992,15,1977,29.66192147892134,25.331801971227208,4.330119507694132,0.14598243444110998
train,1992,16,1976,33.76002259788042,28.367118881910265,5.3929037159701565,0.15974230172193613
train,1992,17,1975,33.77893911322216,34.12157158895196,0.3426324757298005,0.010143375864509405
train,1993,1,1992,0.8304510699118978,0.8992814465076491,0.06883037659575131,0.08288312110064548
train,1993,2,1991,0.35661356949256273,0.17069181938460137,0.18592175010796136,0.5213535490867446
train,1993,3,1990,0.21381158787439075,0.23169815198220928,0.017886564107818526,0.08365572832396158
train,1993,4,1989,0.6572037307796181,0.7168599161309805,0.05965618535136241,0.09077274299782742
train,1993,5,1988,1.3089470304259065,1.3480293981067717,0.03908236768086515,0.02985786802092261
train,1993,6,1987,1.5587978499509232,1.6933567854079217,0.13455893545699849,0.08632224855913714
train,1993,7,1986,2.82944361865578,2.63938345172893,0.19006016692685002,0.06717227573422267
train,1993,8,1985,3.897822804870476,3.6390113531925072,0.25881145167796893,0.06639897825896751
train,1993,9,1984,4.841972168937385,4.0120603852772065,0.8299117836601786,0.171399536119626
train,1993,10,1983,5.821117120753461,4.5042970379048795,1.3168200828485812,0.22621432545200384
train,1993,11,1982,9.466767904342774,5.917985923958779,3.5487819803839953,0.37486732707956816
train,1993,12,1981,10.55000349142414,9.541035534153615,1.0089679572705261,0.0956367415509007
train,1993,13,1980,14.309017540540305,11.89165614086783,2.4173613996724743,0.16893971880483322
train,1993,14,1979,21.203204965230917,16.214553069245568,4.988651895985349,0.23527819988372142
train,1993,15,1978,22.395548101566273,28.496177616700873,6.1006295151345995,0.2724036709200999
train,1993,16,1977,35.044026199381825,32.537826799803675,2.5061993995781506,0.07151573809810381
train,1993,17,1976,37.386231149860365,32.67003746626215,4.716193683598213,0.1261478768665801
train,1994,1,1993,0.6339486535851269,0.7988704139582465,0.16492176037311967,0.26015002861854614
train,1994,2,1992,0.3030864047021046,0.3401986321411241,0.03711222743901954,0.12244768113361501
train,1994,3,1991,0.18476521239667762,0.20319168898824447,0.018426476591566848,0.09972914463955909
train,1994,4,1990,0.7328635996655034,0.6239821644311797,0.1088814352343237,0.14856985022024732
train,1994,5,1989,1.5653567723422608,1.241264174069054,0.3240925982732068,0.20704072323912226
train,1994,6,1988,2.0308937066870367,1.474573312511381,0.5563203941756558,0.2739288581886928
train,1994,7,1987,2.6276202371420134,2.6752933460023804,0.04767310886036702,0.018143074172773742
train,1994,8,1986,3.809247627035193,3.680720647110595,0.12852697992459827,0.033740778365884135
train,1994,9,1985,4.220655925968282,4.565501402895461,0.34484547692717893,0.08170423815061031
train,1994,10,1984,4.54997903184247,5.507850608713532,0.957871576871062,0.21052219585349835
train,1994,11,1983,7.56225281876562,8.985729323796512,1.4234765050308926,0.18823445065184388
train,1994,12,1982,9.654552358592431,10.046051434376764,0.3914990757843331,0.04055072273090562
train,1994,13,1981,12.258163952104452,13.674008861990256,1.415844909885804,0.11550220044516696
train,1994,14,1980,13.356425456609061,20.322727716044614,6.966302259435553,0.5215693586630955
train,1994,15,1979,23.761781845817442,21.530188573534584,2.2315932722828578,0.0939152327364528
train,1994,16,1978,26.19426470373055,33.80322214037822,7.6089574366476675,0.2904818105302158
train,1994,17,1977,33.14099166201017,36.18807387449444,3.04708221248427,0.09194300048592319
train,1995,1,1994,0.6285641917648706,0.6119039050690258,0.01666028669584474,0.026505306719811383
train,1995,2,1993,0.19988191779916187,0.2897821894982494,0.08990027169908754,0.449766905823708
train,1995,3,1992,0.20934111443243306,0.17595118538389187,0.033389929048541184,0.15950010173065463
train,1995,4,1991,0.5737733416463593,0.6977124050939432,0.12393906344758387,0.21600700912967258
train,1995,5,1990,1.3170665164831092,1.4885312509952933,0.17146473451218402,0.1301868450576868
train,1995,6,1989,2.0004216772260306,1.9256401276514865,0.07478154957454408,0.037382893029936415
train,1995,7,1988,2.61169223927415,2.489026482699981,0.12266575657416912,0.04696792169057937
train,1995,8,1987,4.440448063227856,3.6044170764804453,0.8360309867474105,0.1882762673592659
train,1995,9,1986,3.8788104566948785,3.9877994583924683,0.10898900169758985,0.02809856344216183
train,1995,10,1985,5.046836406105167,4.311963001221033,0.7348734048841346,0.14561070455840638
train,1995,11,1984,7.210193848967216,7.186096650703167,0.02409719826404899,0.0033421013039056247
train,1995,12,1983,9.708303555488566,9.203666676949045,0.5046368785395217,0.05197992374828189
train,1995,13,1982,12.483422267277165,11.721806517839537,0.7616157494376274,0.06101017278202567
train,1995,14,1981,15.973889369882597,12.811659132443861,3.1622302374387363,0.19796244760531853
train,1995,15,1980,19.459663197303176,22.86720233787144,3.4075391405682645,0.17510781692461794
train,1995,16,1979,28.313354974480376,25.28821024607178,3.025144728408595,0.10684515244255356
train,1995,17,1978,35.82314293129744,32.11430233168236,3.7088405996150797,0.10353197112626013
train,1996,1,1995,0.5090382107340925,0.6086652715347902,0.09962706080069772,0.19571627178405362
train,1996,2,1994,0.22205033968656937,0.19178935072353437,0.030260988963035,0.13627985890772787
train,1996,3,1993,0.1820544752152436,0.19974856795391802,0.017694092738674422,0.09719119904994067
train,1996,4,1992,0.8982937733580183,0.5476392132522312,0.3506545601057871,0.3903562180939688
train,1996,5,1991,1.156901117642793,1.2558311689216164,0.09893005127882337,0.08551297061611421
train,1996,6,1990,1.783547972598225,1.9022099217006292,0.11866194910240413,0.06653140309395437
train,1996,7,1989,2.3718689764228333,2.4787074701496348,0.10683849372680143,0.04504401161647905
train,1996,8,1988,2.767484086464489,4.210447935424734,1.4429638489602454,0.5213991495080778
train,1996,9,1987,4.117186332678683,3.6721053778429154,0.4450809548357677,0.1081031847655254
train,1996,10,1986,4.924093650537987,4.790889542080365,0.13320410845762165,0.02705149778031562
train,1996,11,1985,7.596602847750873,6.8623215102210615,0.7342813375298114,0.09665917150678918
